"YEAR","PROJECT_CODE","EVENT_ID","EVENT_NUM","CAPTAIN","VESSEL_NAME","VESSEL_CODE","REG_AREA","DISTRICT","DREDGE_ID","BED_SW","STATION_TYPE","STATION_ID","DATE_SET","START_LATITUDE","START_LONGITUDE","COMPASS_HEADING","DEPTH_START_F","START_TIME","WrLn_F","TOW_SPEED","BEAUFORT","SWELL_HEIGHT_CODE","SURFACE_TEMP_C","Max_Dpth_fa","Min_Dpth_fa","BCS","TD","VIDEO","END_LATITUDE","END_LONGITUDE","DEPTH_END_F","END_TIME","DURATION_MIN","TOW_LENGTH_CALC","TOW_LENGTH_FIELD","TOW_LENGTH_DESIGNATED","GEAR_PERFORMANCE_CODE_SW","GEAR_COMMENTS","COMMENTS"
"2016","D02","2016D02001","001","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","G 34","04-14-2016",59.819900,-144.799516,359,52.000000,"11:15",175,3.600000,5,"4",7.000000,65.000000,54.000000,"Y","N","N",59.835550,-144.800050,65.000000,"11:31",16.000000,0.940737,0.910000,0.940737,"1",,"Downhill tow - streamed to 225 .6 mi into tow"
"2016","D02","2016D02002","002","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","H 32","04-14-2016",59.802633,-144.872116,70,86.000000,"12:57",275,3.400000,5,"4",6.833333,86.000000,73.000000,"Y","N","N",59.806933,-144.842450,73.000000,"13:14",16.999999,0.934735,0.910000,0.934735,"1",,
"2016","D02","2016D02003","003","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","L 31","04-16-2016",59.737200,-144.886800,332,55.000000,"10:47",175,3.700000,4,"4",6.722222,65.000000,55.000000,"Y","N","N",59.748200,-144.908333,65.000000,"11:02",14.999999,0.929381,0.900000,0.929381,"1",,"Increased scope to 200 Fa @ .6 mi into tow. Towed downhill due to seas"
"2016","D02","2016D02004","004","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","H 35","04-17-2016",59.824866,-144.721233,235,37.000000,"08:26",130,3.800000,3,"3",6.777777,37.000000,37.000000,"Y","N","N",59.814633,-144.744533,37.000000,"08:41",14.999999,0.935766,0.940000,0.935766,"1",,"Overestimated deploy time - set 1/2 way into adjacent station!"
"2016","D02","2016D02005","005","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","I 35","04-17-2016",59.800433,-144.741016,230,35.000000,"09:32",125,3.600000,3,"3",6.833333,35.000000,35.000000,"Y","N","N",59.790766,-144.762916,35.000000,"09:47",15.000000,0.881752,0.900000,0.881752,"1",,
"2016","D02","2016D02006","006","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","J 35","04-17-2016",59.780950,-144.741850,220,33.000000,"10:27",118,3.800000,3,"3",6.888888,33.000000,31.000000,"Y","N","N",59.768433,-144.758350,31.000000,"10:42",15.000000,0.903341,0.910000,0.903341,"1",,"Small tow"
"2016","D02","2016D02007","007","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","K 35","04-17-2016",59.763233,-144.745283,226,31.000000,"11:10",110,3.900000,3,"3",7.000000,33.000000,31.000000,"Y","N","N",59.751100,-144.764216,33.000000,"11:24",14.000000,0.928113,0.900000,0.928113,"1",,"Very little bycatch - few scallops"
"2016","D02","2016D02008","008","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","L 34","04-17-2016",59.731366,-144.801416,35,43.000000,"11:55",150,3.900000,2,"3",7.055555,43.000000,40.000000,"Y","N","N",59.740616,-144.777866,40.000000,"12:10",15.000000,0.905351,0.900000,0.905351,"1",,
"2016","D02","2016D02009","009","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","M 33","04-17-2016",59.714816,-144.817750,351,46.000000,"13:00",160,3.700000,3,"3",7.277777,46.000000,45.000000,"Y","N","N",59.728233,-144.832750,45.000000,"13:15",15.000000,0.925994,0.900000,0.925994,"1",,
"2016","D02","2016D02010","010","Dave Anderson","Solstice","99945","E","WKI","C","WK1","Standard","N 33","04-17-2016",59.700583,-144.827100,353,54.000000,"14:12",200,3.700000,3,"3",6.944444,54.000000,50.000000,"Y","N","N",59.715583,-144.833150,50.000000,"14:27",14.999999,0.920043,0.900000,0.920043,"1",,
